Time,FromRest,Run1,Run2,Run3,Run4,Run5,Run6,Run7,,MassAdded,T2,,,b
12.15,1.007048,0.6980736,0.729904,0.8144192,0.879452,1.0226888,1.0182984,1.0665928,,,,,,
12.2,1.0108896,0.6958784,0.7137144,0.7938392,0.8585976,1.0037552,1.000188,1.0561656,,,,,,
12.25,1.0133592,0.6945064,0.6986224,0.7721616,0.8374688,0.9812544,0.9746688,1.0435432,,,,,,
12.3,1.0144568,0.6967016,0.6854512,0.753228,0.8168888,0.9609488,0.9609488,1.0270792,,,,,,
12.35,1.0136336,0.69972,0.6744752,0.7356664,0.7965832,0.9392712,0.9381736,1.0144568,,,,,,
12.4,1.0089688,0.7043848,0.66542,0.7192024,0.7771008,0.9189656,0.9184168,0.997444,,,,,,
12.45,1.0051272,0.7115192,0.65856,0.7032872,0.7570696,0.8956416,0.895916,0.9793336,,,,,,
12.5,1.0018344,0.7203,0.654444,0.6909392,0.739508,0.8728664,0.873964,0.9604,,,,,,
12.55,0.9914072,0.7307272,0.6522488,0.6802376,0.7235928,0.8489936,0.8511888,0.9389968,,,,,,
12.6,0.9856448,0.7428008,0.6525232,0.6706336,0.7087752,0.825944,0.8295112,0.9208864,,,,,,
12.65,0.9735712,0.7556976,0.6547184,0.6624016,0.6947808,0.8031688,0.8072848,0.900032,,,,,,
12.7,0.964516,0.7705152,0.6588344,0.6582856,0.6838048,0.7812168,0.7856072,0.8786288,,,,,,
12.75,0.9527168,0.7858816,0.6662432,0.6541696,0.6744752,0.7578928,0.7633808,0.8577744,,,,,,
12.8,0.9392712,0.8028944,0.675024,0.6538952,0.6673408,0.7370384,0.7438984,0.8363712,,,,,,
12.85,0.9258256,0.8215536,0.687372,0.6552672,0.661304,0.7183792,0.7255136,0.8155168,,,,,,
12.9,0.9112824,0.8391152,0.6999944,0.6580112,0.6577368,0.701092,0.707952,0.7949368,,,,,,
12.95,0.895916,0.8577744,0.7150864,0.6645968,0.6566392,0.6849024,0.69286,0.7754544,,,,,,
13,0.880824,0.8758848,0.7310016,0.67228,0.657188,0.6711824,0.6788656,0.7543256,,,,,,
13.05,0.8649088,0.8937208,0.7496608,0.6821584,0.6591088,0.6588344,0.6656944,0.7364896,,,,,,
13.1,0.849268,0.9112824,0.7688688,0.694232,0.6643224,0.6478584,0.6555416,0.7194768,,,,,,
13.15,0.834176,0.9285696,0.7886256,0.7076776,0.6717312,0.6399008,0.6470352,0.7043848,,,,,,
13.2,0.8168888,0.9428384,0.8097544,0.7224952,0.6796888,0.6344128,0.6401752,0.690116,,,,,,
13.25,0.8045408,0.9587536,0.8339016,0.7389592,0.6906648,0.6300224,0.6363336,0.6783168,,,,,,
13.3,0.7897232,0.9732968,0.8558536,0.757344,0.7032872,0.6289248,0.6346872,0.6676152,,,,,,
13.35,0.7760032,0.9861936,0.8756104,0.7784728,0.7170072,0.629748,0.6346872,0.65856,,,,,,
13.4,0.7644784,0.9966208,0.9003064,0.7960344,0.7323736,0.632492,0.636608,0.6514256,,,,,,
13.45,0.7543256,1.0012856,0.9214352,0.8188096,0.7496608,0.6377056,0.6409984,0.6467608,,,,,,
13.5,0.7441728,1.016652,0.93982,0.8399384,0.7674968,0.6456632,0.6473096,0.6437424,,,,,,
13.55,0.7362152,1.0172008,0.9609488,0.861616,0.786156,0.6547184,0.655816,0.6426448,,,,,,
13.6,0.729904,1.0292744,0.9818032,0.8827448,0.808108,0.6673408,0.6670664,0.643468,,,,,,
13.65,0.723044,1.0298232,0.9996392,0.9046968,0.828688,0.6802376,0.6785912,0.6473096,,,,,,
13.7,0.7186536,1.034488,1.0136336,0.9252768,0.849268,0.6961528,0.6925856,0.6517,,,,,,
13.75,0.7142632,1.0361344,1.029,0.9433872,0.8701224,0.7123424,0.7090496,0.6588344,,,,,,
13.8,0.710696,1.0342136,1.044092,0.9620464,0.8909768,0.731276,0.7260624,0.6676152,,,,,,
13.85,0.7076776,1.0298232,1.0525984,0.9831752,0.9112824,0.7513072,0.7444472,0.6785912,,,,,,
13.9,0.7046592,1.0172008,1.061928,0.9982672,0.9313136,0.7721616,0.7661248,0.6909392,,,,,,
13.95,0.7008176,1.0136336,1.068788,1.0163776,0.9502472,0.7935648,0.7845096,0.7049336,,,,,,
14,0.6972504,1.0040296,1.072904,1.0309208,0.9689064,0.8182608,0.805364,0.7192024,,,,,,
14.05,0.6939576,0.9952488,1.0781176,1.039976,0.9870168,0.8407616,0.8295112,0.7362152,,,,,,
14.1,0.6898416,0.9804312,1.078392,1.0539704,0.9999136,0.8638112,0.8514632,0.7543256,,,,,,
14.15,0.6854512,0.9587536,1.0759224,1.0624768,1.0161032,0.8871352,0.873964,0.7754544,,,,,,
14.2,0.6813352,0.952168,1.0685136,1.0627512,1.031744,0.9101848,0.895916,0.7921928,,,,,,
14.25,0.6774936,0.9368016,1.0649464,1.0734528,1.0429944,0.9326856,0.917868,0.8146936,,,,,,
14.3,0.6744752,0.9222584,1.0561656,1.0737272,1.0531472,0.9543632,0.9368016,0.835548,,,,,,
14.35,0.6714568,0.9025016,1.0451896,1.0759224,1.0608304,0.972748,0.9568328,0.8572256,,,,,,
14.4,0.6684384,0.8871352,1.0325672,1.0720808,1.0676904,0.9927792,0.9771384,0.87808,,,,,,
14.45,0.66542,0.8673784,1.0150056,1.0643976,1.0690624,1.0136336,0.9963464,0.8989344,,,,,,
14.5,0.6643224,0.8514632,0.9985416,1.0616536,1.0709832,1.0306464,1.0155544,0.91924,,,,,,
14.55,0.6615784,0.8339016,0.9842728,1.0553424,1.0734528,1.0462872,1.0292744,0.9392712,,,,,,
14.6,0.6607552,0.8168888,0.9628696,1.0451896,1.071532,1.053696,1.046836,0.959028,,,,,,
14.65,0.65856,0.7982296,0.9431128,1.0328416,1.0671416,1.0723552,1.0597328,0.9757664,,,,,,
14.7,0.657188,0.78204,0.9244536,1.0196704,1.0611048,1.0822336,1.0668672,0.9930536,,,,,,
14.75,0.6569136,0.7674968,0.9033248,1.0040296,1.0525984,1.0868984,1.0794896,1.0092432,,,,,,
14.8,0.6563648,0.7537768,0.8819216,0.9870168,1.0429944,1.0956792,1.0868984,1.0243352,,,,,,
14.85,0.6569136,0.7403312,0.8596952,0.9667112,1.0311952,1.0986976,1.0915632,1.0405248,,,,,,
14.9,0.6577368,0.7290808,0.838292,0.9477776,1.0174752,1.100344,1.0882704,1.0525984,,,,,,
14.95,0.6574624,0.7205744,0.8166144,0.9304904,1.0026576,1.098972,1.0951304,1.0633,,,,,,
15,0.6580112,0.712068,0.79576,0.9099104,0.983724,1.093484,1.0940328,1.0712576,,,,,,
15.05,0.6582856,0.7057568,0.773808,0.889056,0.9669856,1.09074,1.0904656,1.078392,,,,,,
15.1,0.65856,0.701092,0.7543256,0.8673784,0.9505216,1.0827824,1.078392,1.0833312,,,,,,
15.15,0.65856,0.69972,0.7364896,0.8462496,0.9313136,1.0731784,1.0775688,1.0860752,,,,,,
15.2,0.6593832,0.698348,0.7205744,0.8253952,0.9115568,1.0608304,1.0654952,1.086624,,,,,,
15.25,0.6596576,0.69972,0.7054824,0.8028944,0.8912512,1.0443664,1.0567144,1.0836056,,,,,,
15.3,0.6604808,0.703836,0.6925856,0.7828632,0.8709456,1.0320184,1.0432688,1.07702,,,,,,
15.35,0.661304,0.7082264,0.6816096,0.7639296,0.8500912,1.01528,1.0287256,1.071532,,,,,,
15.4,0.6615784,0.7153608,0.67228,0.7460936,0.83006,0.9966208,1.0122616,1.067416,,,,,,
15.45,0.6615784,0.7241416,0.6648712,0.7296296,0.8097544,0.9774128,0.9944256,1.0622024,,,,,,
15.5,0.6615784,0.7342944,0.6602064,0.7145376,0.7880768,0.9565584,0.972748,1.0493056,,,,,,
15.55,0.6615784,0.7452704,0.6574624,0.7005432,0.769692,0.93296,0.9560096,1.0394272,,,,,,
15.6,0.661304,0.7589904,0.657188,0.6884696,0.7521304,0.9129288,0.93296,1.0251584,,,,,,
15.65,0.6615784,0.7735336,0.6582856,0.6783168,0.7359408,0.890428,0.9143008,1.0103408,,,,,,
15.7,0.6610296,0.7905464,0.6624016,0.6706336,0.7203,0.8679272,0.8928976,0.9938768,,,,,,
15.75,0.6602064,0.8045408,0.669536,0.6643224,0.70658,0.845152,0.8703968,0.9763152,,,,,,
15.8,0.6607552,0.8210048,0.6774936,0.6604808,0.694232,0.8223768,0.8484448,0.957656,,,,,,
15.85,0.6604808,0.8407616,0.6879208,0.65856,0.6838048,0.8001504,0.8248464,0.9362528,,,,,,
15.9,0.6610296,0.8583232,0.7008176,0.6588344,0.6752984,0.7784728,0.8056384,0.9184168,,,,,,
15.95,0.6618528,0.8764336,0.7145376,0.6615784,0.6687128,0.7562464,0.7825888,0.8983856,,,,,,
16,0.6618528,0.8939952,0.7307272,0.6662432,0.6643224,0.7364896,0.762832,0.8775312,,,,,,
16.05,0.6621272,0.911008,0.7480144,0.6731032,0.6618528,0.7183792,0.7433496,0.8566768,,,,,,
16.1,0.6634992,0.9280208,0.7666736,0.681884,0.6610296,0.7013664,0.725788,0.8358224,,,,,,
16.15,0.6632248,0.9414664,0.786156,0.6925856,0.6618528,0.6862744,0.709324,0.8152424,,,,,,
16.2,0.6632248,0.9565584,0.8086568,0.705208,0.6656944,0.6733776,0.694232,0.79576,,,,,,
16.25,0.6637736,0.9730224,0.8297856,0.7194768,0.6714568,0.6610296,0.6810608,0.776552,,,,,,
16.3,0.6645968,0.9861936,0.8511888,0.7348432,0.67914,0.6514256,0.6689872,0.7556976,,,,,,
16.35,0.664048,0.9977184,0.872592,0.751856,0.6890184,0.6437424,0.6582856,0.7386848,,,,,,
16.4,0.6645968,1.0078712,0.8942696,0.769692,0.7002688,0.6388032,0.6511512,0.7227696,,,,,,
16.45,0.6648712,1.0161032,0.9156728,0.7908208,0.7126168,0.6355104,0.6456632,0.7071288,,,,,,
16.5,0.6648712,1.013908,0.9340576,0.8092056,0.7268856,0.6344128,0.6385288,0.6939576,,,,,,
16.55,0.6651456,1.0254328,0.9538144,0.8319808,0.7419776,0.6357848,0.639352,0.6821584,,,,,,
16.6,0.6645968,1.0259816,0.9730224,0.8525608,0.7595392,0.639352,0.6396264,0.6711824,,,,,,
16.65,0.664048,1.033116,0.9908584,0.8734152,0.777924,0.64484,0.6426448,0.6629504,,,,,,
16.7,0.6645968,1.0322928,1.0092432,0.8948184,0.798504,0.6525232,0.6473096,0.6563648,,,,,,
16.75,0.6645968,1.0298232,1.0218656,0.9153984,0.817712,0.662676,0.6538952,0.6517,,,,,,
16.8,0.664048,1.0259816,1.0279024,0.93296,0.8380176,0.6742008,0.6618528,0.6486816,,,,,,
16.85,0.6648712,1.0196704,1.0462872,0.952168,0.8585976,0.6881952,0.6728288,0.6478584,,,,,,
16.9,0.6656944,1.0117128,1.0575376,0.9705528,0.8791776,0.703836,0.6854512,0.648956,,,,,,
16.95,0.6692616,1.0007368,1.061928,0.9900352,0.8994832,0.7205744,0.6988968,0.6517,,,,,,
17,0.6752984,0.989212,1.0698856,1.0064992,0.91924,0.7389592,0.7145376,0.657188,,,,,,
17.05,0.6835304,0.979608,1.072904,1.0182984,0.935704,0.7581672,0.7318248,0.664048,,,,,,
17.1,0.6931344,0.963144,1.0737272,1.0342136,0.9568328,0.7814912,0.7496608,0.6728288,,,,,,
17.15,0.705208,0.9486008,1.0720808,1.0391528,0.9743944,0.8004248,0.7691432,0.6829816,,,,,,
17.2,0.718928,0.9340576,1.0679648,1.0545192,0.9886632,0.8223768,0.791644,0.6953296,,,,,,
17.25,0.7337456,0.9197888,1.061928,1.0600072,1.0048528,0.8467984,0.8119496,0.7090496,,,,,,
17.3,0.7510328,0.9033248,1.0539704,1.067416,1.020768,0.869848,0.8333528,0.7235928,,,,,,
17.35,0.7691432,0.8860376,1.0336648,1.0682392,1.0306464,0.8923488,0.8553048,0.7403312,,,,,,
17.4,0.7886256,0.8682016,1.031744,1.0720808,1.0410736,0.9145752,0.8747872,0.757344,,,,,,
17.45,0.8103032,0.8487192,1.0174752,1.0709832,1.0501288,0.9359784,0.8989344,0.776552,,,,,,
17.5,0.8308832,0.8339016,0.9999136,1.0641232,1.0597328,0.9573816,0.9200632,0.79576,,,,,,
17.55,0.8522864,0.814968,0.9853704,1.0622024,1.0649464,0.9749432,0.938448,0.8174376,,,,,,
17.6,0.8734152,0.8004248,0.9653392,1.055068,1.0679648,0.9966208,0.9609488,0.8377432,,,,,,
17.65,0.894544,0.783412,0.9461312,1.0460128,1.0690624,1.0117128,0.9801568,0.8583232,,,,,,
17.7,0.915124,0.7688688,0.9280208,1.0322928,1.0652208,1.018024,0.9966208,0.8789032,,,,,,
17.75,0.9332344,0.7554232,0.9071664,1.0191216,1.0649464,1.0460128,1.01528,0.8992088,,,,,,
17.8,0.9527168,0.7428008,0.886312,1.0075968,1.0567144,1.059184,1.0306464,0.9195144,,,,,,
17.85,0.9711016,0.7318248,0.8649088,0.9916816,1.0534216,1.07016,1.0446408,0.937076,,,,,,
17.9,0.990584,0.7227696,0.8435056,0.9743944,1.0446408,1.0792152,1.0545192,0.9579304,,,,,,
17.95,1.0062248,0.7150864,0.8223768,0.9560096,1.0342136,1.0833312,1.0676904,0.9760408,,,,,,
18,1.018024,0.7095984,0.8020712,0.9346064,1.0218656,1.087996,1.0759224,0.9911328,,,,,,
18.05,1.0333904,0.7054824,0.7803936,0.9173192,1.0078712,1.0943072,1.082508,1.0075968,,,,,,
18.1,1.0435432,0.7035616,0.7611856,0.897288,0.990584,1.094856,1.0871728,1.0215912,,,,,,
18.15,1.0484824,0.702464,0.7438984,0.8761592,0.9743944,1.0932096,1.0896424,1.037232,,,,,,
18.2,1.0586352,0.7041104,0.7268856,0.8553048,0.9568328,1.0896424,1.0901912,1.0493056,,,,,,
18.25,1.0600072,0.7071288,0.712068,0.8347248,0.9387224,1.0836056,1.0890936,1.059184,,,,,,
18.3,1.0627512,0.712068,0.6994456,0.8146936,0.9217096,1.0720808,1.0830568,1.067416,,,,,,
18.35,1.0649464,0.7192024,0.687372,0.7932904,0.9019528,1.0654952,1.0764712,1.0740016,,,,,,
18.4,1.0597328,0.7277088,0.6785912,0.7762776,0.882196,1.0517752,1.0718064,1.078392,,,,,,
18.45,1.0580864,0.7378616,0.6711824,0.7556976,0.8621648,1.0402504,1.0600072,1.0740016,,,,,,
18.5,1.0418968,0.7493864,0.66542,0.7392336,0.8421336,1.024884,1.0487568,1.0816848,,,,,,
18.55,1.04272,0.7620088,0.6624016,0.7238672,0.8221024,1.0081456,1.0375064,1.0781176,,,,,,
18.6,1.0320184,0.7757288,0.661304,0.7090496,0.8028944,0.9897608,1.0229632,1.0753736,,,,,,
18.65,1.0191216,0.7913696,0.6634992,0.696976,0.7836864,0.9702784,1.0010112,1.0726296,,,,,,
18.7,1.0045784,0.8089312,0.6665176,0.6868232,0.7639296,0.9499728,0.9897608,1.0657696,,,,,,
18.75,0.9889376,0.8229256,0.67228,0.6774936,0.74774,0.9285696,0.9689064,1.0572632,,,,,,
18.8,0.964516,0.8399384,0.6799632,0.6706336,0.7315504,0.9071664,0.9510704,1.0465616,,,,,,
18.85,0.9510704,0.8594208,0.690116,0.6659688,0.717556,0.8852144,0.9313136,1.034488,,,,,,
18.9,0.9340576,0.8769824,0.7019152,0.6634992,0.7043848,0.8624392,0.9101848,1.0185728,,,,,,
18.95,0.913752,0.8942696,0.7153608,0.6632248,0.6939576,0.8404872,0.889056,1.0059504,,,,,,
19,0.8937208,0.911008,0.7307272,0.6645968,0.6838048,0.81634,0.8679272,0.9897608,,,,,,
19.05,0.872592,0.9271976,0.7471912,0.6684384,0.6761216,0.7949368,0.846524,0.9702784,,,,,,
19.1,0.8514632,0.9400944,0.7644784,0.6744752,0.6711824,0.7746312,0.8251208,0.9546376,,,,,,
19.15,0.8306088,0.9557352,0.7836864,0.6821584,0.6673408,0.7546,0.803992,0.9337832,,,,,,
19.2,0.8083824,0.9694552,0.803992,0.691488,0.6656944,0.735392,0.78204,0.9162216,,,,,,
19.25,0.7908208,0.9839984,0.8262184,0.7035616,0.6651456,0.717556,0.7625576,0.895916,,,,,,
19.3,0.769692,0.9936024,0.8470728,0.7164584,0.668164,0.7021896,0.7444472,0.8758848,,,,,,
19.35,0.7526792,1.0051272,0.8682016,0.7307272,0.6728288,0.687372,0.7263368,0.8558536,,,,,,
19.4,0.7356664,1.011164,0.889056,0.74774,0.6780424,0.6744752,0.7104216,0.835548,,,,,,
19.45,0.7208488,1.0196704,0.9104592,0.7650272,0.6870976,0.6645968,0.6961528,0.8155168,,,,,,
19.5,0.707952,1.0155544,0.9307648,0.783412,0.696976,0.6547184,0.6835304,0.7938392,,,,,,
19.55,0.6961528,1.0254328,0.9475032,0.8042664,0.7090496,0.647584,0.67228,0.7771008,,,,,,
19.6,0.6862744,1.0265304,0.9664368,0.8240232,0.7219464,0.643468,0.6624016,0.7576184,,,,,,
19.65,0.6794144,1.0281768,0.9848216,0.8448776,0.7362152,0.640724,0.6547184,0.7406056,,,,,,
19.7,0.6739264,1.026256,0.9999136,0.8654576,0.7521304,0.6399008,0.6492304,0.7246904,,,,,,
19.75,0.6703592,1.0218656,1.0177496,0.8860376,0.7694176,0.6423704,0.6459376,0.7090496,,,,,,
19.8,0.6692616,1.0136336,1.0309208,0.9063432,0.787528,0.646212,0.6445656,0.6967016,,,,,,
19.85,0.6698104,1.00842,1.0402504,0.9261,0.8064616,0.6517,0.6451144,0.6857256,,,,,,
19.9,0.6703592,0.9971696,1.0520496,0.9428384,0.8278648,0.6602064,0.647584,0.6755728,,,,,,
19.95,0.6711824,0.9856448,1.0594584,0.9634184,0.8473472,0.6700848,0.6522488,0.6670664,,,,,,
20,0.6706336,0.9765896,1.0649464,0.9793336,0.8673784,0.6824328,0.6591088,0.6607552,,,,,,
20.05,0.6698104,0.9612232,1.0682392,0.9971696,0.8871352,0.6961528,0.6676152,0.6569136,,,,,,
20.1,0.666792,0.94668,1.0690624,1.0122616,0.9071664,0.7109704,0.677768,0.6533464,,,,,,
20.15,0.6624016,0.9332344,1.0649464,1.019396,0.9263744,0.7277088,0.6906648,0.653072,,,,,,
20.2,0.6588344,0.9175936,1.0613792,1.0375064,0.9422896,0.7466424,0.7049336,0.6541696,,,,,,
20.25,0.655816,0.901404,1.0594584,1.0473848,0.9604,0.7661248,0.7200256,0.6569136,,,,,,
20.3,0.653072,0.8843912,1.0515008,1.0553424,0.976864,0.786156,0.7373128,0.6618528,,,,,,
20.35,0.648956,0.8673784,1.0424456,1.0611048,0.9925048,0.80948,0.7551488,0.6692616,,,,,,
20.4,0.646212,0.8503656,1.0279024,1.0652208,1.0078712,0.8308832,0.7735336,0.6774936,,,,,,
20.45,0.643468,0.8333528,1.01528,1.0671416,1.0232376,0.85064,0.79576,0.6881952,,,,,,
20.5,0.6404496,0.8168888,1.0026576,1.0671416,1.034488,0.8747872,0.8160656,0.7002688,,,,,,
20.55,0.6374312,0.7987784,0.9867424,1.0627512,1.044092,0.8967392,0.8371944,0.7128912,,,,,,
20.6,0.633864,0.7858816,0.9669856,1.057812,1.052324,0.9186912,0.8585976,0.728532,,,,,,
20.65,0.6305712,0.7705152,0.9488752,1.0539704,1.0580864,0.9376248,0.8797264,0.7441728,,,,,,
20.7,0.6281016,0.7570696,0.9291184,1.0462872,1.0624768,0.9579304,0.9008552,0.76146,,,,,,
20.75,0.6259064,0.744996,0.911008,1.0361344,1.0622024,0.9793336,0.9217096,0.7795704,,,,,,
20.8,0.6248088,0.7348432,0.8901536,1.0240608,1.0643976,0.9977184,0.93982,0.8004248,,,,,,
20.85,0.622888,0.7260624,0.8695736,1.0103408,1.0627512,1.0150056,0.9609488,0.8168888,,,,,,
20.9,0.6231624,0.7181048,0.8484448,0.993328,1.0594584,1.0311952,0.9798824,0.8393896,,,,,,
20.95,0.6220648,0.7131656,0.8281392,0.9793336,1.053696,1.0446408,0.997444,0.8599696,,,,,,
21,0.6220648,0.7087752,0.808108,0.9604,1.0460128,1.0569888,1.013908,0.8797264,,,,,,
21.05,0.6209672,0.7071288,0.786156,0.9436616,1.037232,1.0679648,1.0268048,0.8997576,,,,,,
21.1,0.6204184,0.7063056,0.7677712,0.924728,1.0259816,1.0740016,1.0421712,0.91924,,,,,,
21.15,0.618772,0.707952,0.750484,0.9046968,1.0133592,1.079764,1.0539704,0.9381736,,,,,,
21.2,0.6174,0.7109704,0.7334712,0.88494,0.9993648,1.0868984,1.0643976,0.9571072,,,,,,
21.25,0.6165768,0.716184,0.7183792,0.86436,0.9839984,1.0890936,1.0723552,0.972748,,,,,,
21.3,0.616028,0.723044,0.7060312,0.8446032,0.96726,1.0800384,1.0786664,0.98784,,,,,,
21.35,0.6157536,0.731276,0.694232,0.8242976,0.9502472,1.0874472,1.0827824,1.0045784,,,,,,
21.4,0.6149304,0.7414288,0.6843536,0.8048152,0.9318624,1.0833312,1.0849776,1.0210424,,,,,,
21.45,0.6149304,0.7524048,0.6766704,0.7836864,0.9132032,1.0712576,1.0830568,1.0320184,,,,,,
21.5,0.614656,0.7650272,0.670908,0.7677712,0.8934464,1.059184,1.0836056,1.0424456,,,,,,
21.55,0.6152048,0.7790216,0.6676152,0.7493864,0.873964,1.0553424,1.079764,1.0553424,,,,,,
21.6,0.6152048,0.793016,0.6662432,0.732648,0.8542072,1.0465616,1.07016,1.0630256,,,,,,
21.65,0.6154792,0.810852,0.6670664,0.718928,0.8349992,1.0325672,1.066044,1.0698856,,,,,,
21.7,0.6152048,0.8270416,0.6698104,0.7063056,0.8155168,1.0150056,1.0545192,1.0704344,,,,,,
21.75,0.6154792,0.84378,0.6752984,0.6950552,0.794388,0.9982672,1.0421712,1.0767456,,,,,,
21.8,0.616028,0.8605184,0.6824328,0.6851768,0.7768264,0.9804312,1.0320184,1.0772944,,,,,,
21.85,0.616028,0.8778056,0.6923112,0.6783168,0.7598136,0.9612232,1.0172008,1.0761968,,,,,,
21.9,0.616028,0.894544,0.7030128,0.6725544,0.7433496,0.941192,1.0012856,1.066044,,,,,,
21.95,0.616028,0.9107336,0.7156352,0.6698104,0.7293552,0.9228072,0.9779616,1.061928,,,,,,
22,0.616028,0.9266488,0.729904,0.6684384,0.7159096,0.9016784,0.965888,1.060556,,,,,,
22.05,0.6154792,0.9400944,0.746368,0.6687128,0.7041104,0.8797264,0.9464056,1.052324,,,,,,
22.1,0.6154792,0.9532656,0.7639296,0.6711824,0.6934088,0.8577744,0.9266488,1.0421712,,,,,,
22.15,0.6152048,0.9661624,0.7817656,0.6769448,0.684628,0.8360968,0.9066176,1.0281768,,,,,,
22.2,0.6157536,0.9801568,0.801248,0.683256,0.6783168,0.814968,0.8860376,1.0169264,,,,,,
22.25,0.6179488,0.9897608,0.8207304,0.691488,0.6733776,0.7924672,0.8646344,1.000188,,,,,,
22.3,0.622888,1.0004624,0.8435056,0.702464,0.670908,0.7721616,0.8415848,0.986468,,,,,,
22.35,0.6305712,1.0081456,0.8640856,0.714812,0.669536,0.7529536,0.8229256,0.9694552,,,,,,
22.4,0.6404496,1.0141824,0.88494,0.728532,0.670908,0.7351176,0.8004248,0.9496984,,,,,,
22.45,0.6538952,1.0081456,0.90552,0.743624,0.6739264,0.7181048,0.7809424,0.93296,,,,,,
22.5,0.6687128,1.0243352,0.9252768,0.760088,0.67914,0.7030128,0.7622832,0.913752,,,,,,
22.55,0.6865488,1.0257072,0.942564,0.7771008,0.6865488,0.6892928,0.7441728,0.8948184,,,,,,
22.6,0.7057568,1.024884,0.9609488,0.7982296,0.6947808,0.676396,0.7274344,0.8747872,,,,,,
22.65,0.7266112,1.0202192,0.9785104,0.8171632,0.7054824,0.6673408,0.712068,0.854756,,,,,,
22.7,0.7499352,1.0155544,0.9966208,0.8347248,0.7172816,0.6582856,0.6975248,0.8347248,,,,,,
22.75,0.7740824,1.0067736,1.0117128,0.8572256,0.7304528,0.6517,0.6857256,0.8133216,,,,,,
22.8,0.7990528,1.0021088,1.0229632,0.8769824,0.7458192,0.647584,0.6744752,0.7965832,,,,,,
22.85,0.824572,0.9936024,1.0361344,0.897288,0.7617344,0.6464864,0.6651456,0.7762776,,,,,,
22.9,0.8528352,0.982352,1.0460128,0.9167704,0.779296,0.646212,0.65856,0.758716,,,,,,
22.95,0.879452,0.9711016,1.0542448,0.9340576,0.7990528,0.6478584,0.6533464,0.7419776,,,,,,
23,0.90552,0.9579304,1.0594584,0.9538144,0.817712,0.6522488,0.6508768,0.72716,,,,,,
23.05,0.9307648,0.9436616,1.0627512,0.9661624,0.8366456,0.65856,0.6492304,0.7126168,,,,,,
23.1,0.9560096,0.9310392,1.0622024,0.9856448,0.8564024,0.6676152,0.6500536,0.69972,,,,,,
23.15,0.9779616,0.9156728,1.0638488,1.0032064,0.8756104,0.6769448,0.6527976,0.688744,,,,,,
23.2,1.0007368,0.8994832,1.0608304,1.016652,0.8956416,0.6895672,0.6574624,0.6785912,,,,,,
23.25,1.0237864,0.8832936,1.0534216,1.0229632,0.9145752,0.7035616,0.6651456,0.6711824,,,,,,
23.3,1.0394272,0.8662808,1.046836,1.0388784,0.93296,0.7183792,0.673652,0.6648712,,,,,,
23.35,1.0602816,0.8495424,1.0402504,1.0476592,0.9483264,0.7359408,0.6843536,0.6604808,,,,,,
23.4,1.0753736,0.8330784,1.0298232,1.0545192,0.9678088,0.7540512,0.6967016,0.6580112,,,,,,
23.45,1.087996,0.8174376,1.0169264,1.0594584,0.978236,0.7729848,0.7101472,0.6580112,,,,,,
23.5,1.0986976,0.8017968,1.0010112,1.0622024,0.9966208,0.7946624,0.725788,0.6588344,,,,,,
23.55,1.1025392,0.7853328,0.98784,1.0627512,1.012536,0.8138704,0.7419776,0.6618528,,,,,,
23.6,1.1080272,0.7716128,0.9683576,1.0613792,1.0246096,0.83692,0.7598136,0.6676152,,,,,,
23.65,1.1132408,0.7584416,0.950796,1.0556168,1.0350368,0.8580488,0.780668,0.6742008,,,,,,
23.7,1.1091248,0.7471912,0.9321368,1.0528728,1.044092,0.8800008,0.8001504,0.6824328,,,,,,
23.75,1.1088504,0.736764,0.9145752,1.0451896,1.0512264,0.9011296,0.820456,0.69286,,,,,,
23.8,1.1028136,0.7288064,0.8942696,1.0364088,1.05644,0.9222584,0.8404872,0.7041104,,,,,,
23.85,1.0915632,0.721672,0.8745128,1.024884,1.0539704,0.9406432,0.861616,0.7178304,,,,,,
23.9,1.082508,0.716184,0.8539328,1.0100664,1.060556,0.9595768,0.8824704,0.7315504,,,,,,
23.95,1.0657696,0.7123424,0.8336272,0.998816,1.057812,0.9787848,0.9033248,0.7485632,,,,,,
24,1.0528728,0.710696,0.8111264,0.9812544,1.0539704,0.9966208,0.923356,0.7650272,,,,,,
24.05,1.0309208,0.7098728,0.7946624,0.964516,1.0531472,1.0130848,0.9406432,0.7825888,,,,,,
24.1,1.0147312,0.7123424,0.7743568,0.9475032,1.0446408,1.030372,0.9593024,0.8031688,,,,,,
24.15,0.9930536,0.7153608,0.7567952,0.9307648,1.0388784,1.0410736,0.9779616,0.8221024,,,,,,
24.2,0.9678088,0.7203,0.7403312,0.91238,1.0287256,1.0556168,0.9971696,0.8415848,,,,,,
24.25,0.9458568,0.7266112,0.725788,0.8923488,1.0174752,1.064672,1.0130848,0.8585976,,,,,,
24.3,0.9211608,0.7351176,0.7123424,0.872592,1.0045784,1.07016,1.027628,0.880824,,,,,,
24.35,0.8953672,0.7447216,0.7002688,0.8528352,0.9872912,1.0786664,1.039976,0.9003064,,,,,,
24.4,0.8690248,0.7556976,0.6903904,0.8330784,0.9749432,1.0822336,1.0517752,0.9197888,,,,,,
24.45,0.8435056,0.76832,0.6824328,0.8141448,0.9560096,1.0844288,1.0616536,0.9381736,,,,,,
24.5,0.8179864,0.7814912,0.676396,0.793016,0.9406432,1.074276,1.0693368,0.9540888,,,,,,
